id,intent,text
6567,BookRestaurant,I want a  restaurant  in  Idaho  for  2  of us.
6568,BookRestaurant,Book a  tyrolean   restaurant  in  Crocker   Indiana   now  for  3  people.
6569,BookRestaurant,"Can I book a  restaurant  that serves  pastelaria  in  Takilma ,  Virgin Islands ?"
6570,BookRestaurant,I want to book an  indoor   brasserie   within walking distance  in  ME .
6571,BookRestaurant,"I want to go to the  pub  with  angelita, susan reed and ashlee watson  after us  parking"
6572,BookRestaurant,Book a  restaurant  in  Gate City  for  5  people.
6573,BookRestaurant,book a spot for  six  at a  restaurant  that serves  fish and chips
6574,BookRestaurant,book a spot for  9  at  Dinner in the Sky  in  SC
6575,BookRestaurant,Book a  taverna  in  Equatorial Guinea   this month  for  nine  people.
6576,BookRestaurant,book a  stracciatella  provider  coffeehouse   for  10
6577,BookRestaurant,Book reservations at a  faraway   restaurant  in  Newtown  at  meal  time
6578,BookRestaurant,reserve a spotat the  food truck   twelve weeks from now
6579,BookRestaurant,Book a reservation for a  restaurant  in  Palau   in six years  
6580,BookRestaurant,restaurant  in  West Virginia  for  my son and I
6581,BookRestaurant,I'd like to reserve a table at a  pub  that serves  andouillettes   within the same area  in  San Marino .
6582,BookRestaurant,Book me a reestaurant that is  close  in the country of  Cocos Islands
6583,BookRestaurant,I need a table for  10  at  Thomas Hynes House   nineteen minutes from now
6584,BookRestaurant,Please find a  restaurant  in  Sierraville   Wyoming  that has room for  6
6585,BookRestaurant,Need a table for  sep. first  in  Haiti  for a party of  three
6586,BookRestaurant,Table for  five  at a  restaurant  in  Lavina
6587,BookRestaurant,book me a  taverna restaurant
6588,BookRestaurant,I want to book the  best   steakhouse  with  south american  cuisines in  Alaska
6589,BookRestaurant,Find a reservation for  mar. 20th  in  Winnie  at any  restaurant
6590,BookRestaurant,Book a  food truck  in  MP  for  me and my ex husband .
6591,BookRestaurant,I need a table for  3  at  David Whitney House  in  Brazil
6592,BookRestaurant,book a table for  2  guests at a  restaurant  in  Lazy Mountain   NY
6593,BookRestaurant,Find a table  close by  in the  downtown   area  for  sherri and I
6594,BookRestaurant,sofia phillips and winifred walker  want to dine at a  mughlai   restaurant  in  LA  on  Nov. the 1st
6595,BookRestaurant,Can you book a table for  eight  people at a  spa  type  restaurant   within walking distance  of the  Metropolitan Borough of Lambeth
6596,BookRestaurant,book a spot for  me and my sister  at a  restaurant  that has  clafoutis
6597,BookRestaurant,make a table reservation at the  top-rated   brasserie  in  Cotton Center
6598,BookRestaurant,restaurant  in  South Sudan  for  6
6599,BookRestaurant,Book a party for  7  at a  food court  with  potato salad  in  Alabama   in eleven hours  
6600,BookRestaurant,in 1 second  I need a  restaurant  in  San Marino  for  9
6601,BookRestaurant,I want to reserve a  gastropub  that has a  spa .
6602,BookRestaurant,book a spot at the  best   steakhouse  in  Florida
6603,BookRestaurant,Find a reservation at a  restaurant  that serves  gougère  in  Laneville  with a party of  nine
6604,BookRestaurant,book a  restaurant  for  six  in  MP
6605,BookRestaurant,book a table in  Glennie  for  1  in the  Northern Mariana Islands
6606,BookRestaurant,I want a table for  2  at a  restaurant  late at  night .
6607,BookRestaurant,"restaurant  in  Elberta  for  alma, deana and olga  at  18:49:20  that serves  tsipouro"
6608,BookRestaurant,"I'd like a table for  ten   in 2 minutes  at  French Horn, Sonning Eye"
6609,BookRestaurant,book  close-by  for  1  in  South Dakota
6610,BookRestaurant,Book a table for  chasity ruiz and mary  at  The Fat Duck  in  Puerto Rico
6611,BookRestaurant,I would like to book a  restaurant   neighboring   Lincoln Beach
6612,BookRestaurant,Book a spot for  one  at a  fish   restaurant
6613,BookRestaurant,Lets eat  now  somewhere in  Roach
6614,BookRestaurant,my colleagues and I  would like a  restaurant  in  Snow Lake
6615,BookRestaurant,"book  tea  at  The Hamburger Wagon  for  3   vickie reed, melody and I  in  Georgia"
6616,BookRestaurant,book a  cafeteria  for  5  in  Turkmenistan
6617,BookRestaurant,I want to eat  close  to  Bowlegs   seven years from now
6618,BookRestaurant,book a spot for  seven  at a  brasserie  with  ginestrata
6619,BookRestaurant,I'd like to eat at a  bar  that serves  corn relish  with a party of  five
6620,BookRestaurant,Can you get me seating for  5  people  1 minute from now  in  Tuvalu
6621,BookRestaurant,Book me a reservation for  6  at a  highly rated   pub
6622,BookRestaurant,I want a table for  7  at a  popular   cafeteria  on  Holy Saturday  in  GA
6623,BookRestaurant,Find a reservation for  three  in  Ansonia   MI
6624,BookRestaurant,book a table at the  Irma Hotel  in  Mount Repose
6625,BookRestaurant,I'd like seats for  one  at a  restaurant   in 1 hour  at a place in  La Madera  that has  parking
6626,BookRestaurant,book a  brasserie  with a  pool   within the same area  as my  neighborhood  for  5  people at  19:26
6627,BookRestaurant,Book a  joint restaurant  for  four  with an  outdoor   area within the same area  as  Borough de Denali
6628,BookRestaurant,Find a reservation at  Boone Tavern  for  4  people in  10:24
6629,BookRestaurant,book a  restaurant  for  Jul. 27
6630,BookRestaurant,book a  restaurant  on  martin luther king jr. day  with  parking
6631,BookRestaurant,I want to be  Main Deli Steak House   near   Hendley .
6632,BookRestaurant,I need a reservation for  3 hours from now  with a party of  nine  in  neighboring   Sweden
6633,BookRestaurant,Want to eat at  The Meatball Shop  that's  within walking distance  of  erica's campus
6634,BookRestaurant,book a spot for  five   in the same area  as  72nd St
6635,BookRestaurant,Find me a table at a  european   bar  for  six  in the  neighboring   downtown   area  
6636,BookRestaurant,I'd like to eat  salads  at a  restaurant
6637,BookRestaurant,"Book a table for  3  at one of the  Restaurants in Washington, D.C.  in  Riverview"
6638,BookRestaurant,book a spot for  one  at  four AM
6639,BookRestaurant,Book a  close by   brasserie  in  NC .
6640,BookRestaurant,book a  meal  for  four  in  DC
6641,BookRestaurant,Book reservations  not far  from our  neighborhood  for a party of  2
6642,BookRestaurant,"Please book a  coffeehouse restaurant  type room to accommodate  gretchen, trisha and amber  which serves  pastelaria  dish"
6643,BookRestaurant,"Book a  bar  for  six  on  July eighth, 2023    in the same area  in  Equatorial Guinea  which serves  rillettes ."
6644,BookRestaurant,Find me a table for  four  somewhere
6645,BookRestaurant,Book  Mars 2112  in  Rwanda  for  4  people.
6646,BookRestaurant,Book a  restaurant  that serves  pasta  for  5  people.
6647,BookRestaurant,Book a  restaurant  for  3  people at  eighteen  oclock in  Saint Vincent and the Grenadines .
6648,BookRestaurant,I want to eat at a  Escondida   South Carolina   restaurant  for  8  people
6649,BookRestaurant,book a table for  ten   downtown  at a  close-by   restaurant
6650,BookRestaurant,Book a  restaurant  for  3  in  New Mexico .
6651,BookRestaurant,I need a  pub  with a  smoking room  in  Ucolo  reserved.
6652,BookRestaurant,"I'd like a reservation at a place in  Iran  for  neva, alice and maggie parker ."
6653,BookRestaurant,book a  restaurant  for  4  by  shawn's work   close by
6654,BookRestaurant,I'd like to eat at an  outdoor   restaurant
6655,BookRestaurant,I want to go to  88th St-Boyd Av  or  close  by and book seats for  10
6656,BookRestaurant,Can I get a table at  The Fort ?
6657,BookRestaurant,Lets go eat  this fall  at any  restaurant  that has  parking  in  Finland
6658,BookRestaurant,"book a spot for  gay ramos, janice gonzales and I  at a  bar  in  Timbo"
6659,BookRestaurant,I want to book a  restaurant   in the same area  where I live in  MA  for  ebony and yolanda .
6660,BookRestaurant,Book me a  restaurant  for  nine  in  Statham
6661,BookRestaurant,book  french  food for  me and angeline  at a  restaurant
6662,BookRestaurant,I need a table  in one hour  from now at somewhere  not far  from  LA
6663,BookRestaurant,"Book reservations at a  restaurant  in  Niue  for  me, edna and glenda"
6664,BookRestaurant,book a  highly rated  place in  IN   in seven years   at a  pub
6665,BookRestaurant,book a spot for  seven  at a  bar  with  chicken french
6666,BookRestaurant,"Please book me a  restaurant  reservation at  First Watch  in  Douglas ,  Maine ."
6667,BookRestaurant,book a spot at a  pub  that has  trottole  for their  meal
6668,BookRestaurant,I want to dine in  Luray
6669,BookRestaurant,book in  Bolivia  a  brasserie  for  tourte  food
6670,BookRestaurant,I'd like to eat at a  neighboring   downtown   restaurant  with a party of  2
6671,BookRestaurant,book  Bridge Round House  for  one  at  meal  time in  Democratic Republic of the Congo   close  
6672,BookRestaurant,book a  restaurant  for  tortelloni  for  eight
6673,BookRestaurant,I would like to book  Thomas Hynes House  for  6  in  Minnesota
6674,BookRestaurant,Book a table for  my granddaughter and I  at the  restaurant . 
6675,BookRestaurant,Book a  restaurant  reservation in  Hong Kong
6676,BookRestaurant,find an  outdoor  facility for  midday  in  Datil  at a  pub  for  six
6677,BookRestaurant,Book a table for  10  at  Top Pot Doughnuts
6678,BookRestaurant,book a table for  chasity and I  in  Vanuatu
6679,BookRestaurant,"Please book seating for  one  person at an  indoor   restaurant  that serves  breakfast  in  Nicholasville ,  Tennessee"
6680,BookRestaurant,I'd like to go to a  pizzeria   within walking distance  of  Hutchinson
6681,BookRestaurant,Get me reservations for  seven  at a  restaurant  in  PW  that serves  tourte .
6682,BookRestaurant,"book a  restaurant  in  Fort Gates ,  FL"
6683,BookRestaurant,"I'd like to go to the  Venetian Theatre  in  Gabon , party of  seven"
6684,BookRestaurant,Book me a  restaurant  that serves  festoni  for  eight  in  New Hampshire
6685,BookRestaurant,book a spot for  one  at a  food court  in  Riddlesburg
6686,BookRestaurant,Book a party of  4  at  Eddie’s Attic
6687,BookRestaurant,Find me a nice  restaurant  in  Mulvane .
6688,BookRestaurant,my great grandfather and I  would like to get together at a  taverna .
6689,BookRestaurant,"book a table in  Mississippi  on  May nineteenth, 2034  for  me, silvia and sandy"
6690,BookRestaurant,"in eight seconds , I'd like reservations at a  food court  that serves  sardinian  food in  Pidcoke ."
6691,BookRestaurant,I want to book a  restaurant  for  ten   this summer
6692,BookRestaurant,"Book a reservation for  one  at an  italian   taverna  for  two PM  in  Hutchings ,  North Dakota"
6693,BookRestaurant,book a  churrascaria  in  Macao  on  May the twenty-third
6694,BookRestaurant,Book a reservation for a  pub  serving  gateau  in  MS
6695,BookRestaurant,Book a reservation for  six  for a  tyrolean   oyster bar
6696,BookRestaurant,Book me a reservation for  Fatty Crew   in 13 weeks  in  Haskell
6697,BookRestaurant,Make me a reservation at a  fast food restaurant  for  elba and corina  at a  restaurant  with  parking
6698,BookRestaurant,book  Itsu  for  Tonight
6699,BookRestaurant,book  The Kegs Drive-In   in 37 weeks   in  Saudi Arabia
6700,BookRestaurant,I'd like a table at a  top-rated   tea house  with  javanese  cuisine  this week  in  Germany
6701,BookRestaurant,book a  restaurant  for  me and my mother in law  in  Montserrat
6702,BookRestaurant,Book me a table at a  top-rated   tea house  in  Suriname
6703,BookRestaurant,I want seats for  four  at a place in  RI
6704,BookRestaurant,book a spot for  selma and molly  at a  steakhouse  with  saucisse  that is  close-by   McSherrystown
6705,BookRestaurant,Book a  restaurant  in the  Maldives   in one second .
6706,BookRestaurant,Reserve me a resturant for  5  at  seventeen o'clock
6707,BookRestaurant,book a  tavern  on  lincoln's birthday/lincoln's day
6708,BookRestaurant,Book a table for  three  people at  John Pearson Soda Works  in  Mauritius .
6709,BookRestaurant,I need a table in  neighboring   Carencro  at the  Bridge Round House
6710,BookRestaurant,I need seats for  10  at a  highly rated   restaurant
6711,BookRestaurant,book a spot for  9   in thirty three days   at  Ringlestone Inn   close  to  Grenada
6712,BookRestaurant,I'd like a table for  10  at a  distant  place  downtown  for  next fall
6713,BookRestaurant,Book a  restaurant  for  eight  people  in six years   .
6714,BookRestaurant,I would like a table at a  taverna  with  croquembouche  for  1 minute from now
6715,BookRestaurant,Reserve a table for  8  in  neighboring   Hitchland .
6716,BookRestaurant,I want to book a  highly rated   fast food restaurant   now .
6717,BookRestaurant,Find a table somewhere for  me and my step mother  in  Graniteville   DE
6718,BookRestaurant,Please reserve a spot at  Ballachulish House .
6719,BookRestaurant,I would like an  outdoor   cafeteria  for  3
6720,BookRestaurant,book a table for  ten  people at a  restaurant  that serves  noodle
6721,BookRestaurant,Book a table for a party of  7   next year  in  ID .
6722,BookRestaurant,"Book me a reservation at a  burger   joint   close-by   Choate  on  july 16th, 2022"
6723,BookRestaurant,table for  two  on  Nov. fifteenth
6724,BookRestaurant,book a spot at a  restaurant   faraway  from  138th St
6725,BookRestaurant,Reserve a table for  1  person in  WI .
6726,BookRestaurant,I would like to book a  restaurant  for  9  on  Dec. 13
6727,BookRestaurant,Book a  bar  for  6  that has  stuffed ham  and isn't too  faraway  from  Canarsie - Rockaway Parkway  on  bennington battle day .
6728,BookRestaurant,book a spot for  ten  in  Upper Marlboro   PR
6729,BookRestaurant,"I would like to book a table at a  delicatessen  in  punjabi  for  me, angela and vilma"
6730,BookRestaurant,"Get me a table for  sonya, rebekah and I  at a  restaurant  in  Latvia ."
6731,BookRestaurant,book a table for  3   far  from  Tullytown  at a  coffeehouse  with a  smoking room
6732,BookRestaurant,"Book a reservation for a  restaurant  in  Stonewood ,  GU"
6733,BookRestaurant,I'd like to eat  around   ID  on  august the 16th  with a party of  8
6734,BookRestaurant,Reserve in  Bermuda  a  food court   near   jan and I
6735,BookRestaurant,book a spot for  6  in  Pilot Mound   Palau  on  feb. the twenty-fourth
6736,BookRestaurant,at  thirteen o'clock  book a table for  margie and I  in  Vanuatu
6737,BookRestaurant,"book  Tun Tavern  for  shawna davis, michelle and lizzie  in  Vermont"
6738,BookRestaurant,"I want to book a restaurantin  Perrytown   Missouri  for  candice, jeannie and nichole ."
6739,BookRestaurant,book a  bar  table for  Tonight  for  rajasthani  food
6740,BookRestaurant,book a  eggo  serving  brasserie  for  ten
6741,BookRestaurant,Can you make reservations for a party of  eight  in  Iowa
6742,BookRestaurant,"I'm looking to get reservations for  me, jillian and louella  at a  restaurant  that is  faraway  from  TX ."
6743,BookRestaurant,"I'd like a table in a  smoking room  in a  taverna  on  sep. 23, 2023"
6744,BookRestaurant,Book me a  restaurant  reservation in  Fiji  for  zero am
6745,BookRestaurant,Book a spot at a  taverna  for  my cousin and I  in  Burundi
6746,BookRestaurant,Can  book a  pizzeria  that will serve a  cupcake ?
6747,BookRestaurant,book a table for  2  at a  highly rated   restaurant   within walking distance  of  taverna   OK
6748,BookRestaurant,I would like a  restaurant  reservation for  this year  for  4  people.
6749,BookRestaurant,I would like to book a  food truck  for  my friend and I  
6750,BookRestaurant,Book reservations for  five  at  Eleven Madison Park   today   within walking distance  from  Flaxton
6751,BookRestaurant,I need a reservation for  three  people at a  spa   restaurant   in two hundred thirty seven days
6752,BookRestaurant,book a spot for  ten  at a  pub  that has  umbrian  in  NV  on  feb. the fourth
6753,BookRestaurant,Book a table for  mamie and maria  at a  south tyrolean   restaurant   within walking distance  from  Fisk Av-69th St .
6754,BookRestaurant,book for  lobster newberg   this week  in  Malaysia  at a  restaurant  for  four
6755,BookRestaurant,Book a reservation for  seven  people at a  steakhouse  in  Kenya
6756,BookRestaurant,I want to eat at a  pickled cucumber   brasserie   in 12 months
6757,BookRestaurant,Book a restasurant in  Pohick   Delaware .
6758,BookRestaurant,"book a table at a  restaurant   within the same area  as  The Octagon, Christchurch  in  Allentown"
6759,BookRestaurant,"Book  Childs Restaurants  in  Bruno  for  1  person on  October 6th, 2019 ."
6760,BookRestaurant,book a spot for  six  at  Bear Hotel   in 5 seconds  
6761,BookRestaurant,Book a  restaurant  that serves  agnolotti  in  Colorado City   Idaho .
6762,BookRestaurant,book a spot  in town   in the same area  as me
6763,BookRestaurant,Find a reservation for a  highly rated   steakhouse  in  China  for a party of  five  at  05:51:52
6764,BookRestaurant,Find a reservation for  eight  at  Rhodes Twenty Four  in  GU
6765,BookRestaurant,"book a  restaurant  in  Clawson ,  MS  for  one"
6766,BookRestaurant,"book a  restaurant  in  North Dakota  for  my child and I  on  november seventh, 2037"
6767,BookRestaurant,I'd like to get reservations for  four  at a  restaurant  that serves  apple sauce .
6768,BookRestaurant,I need a reservation for  Maid-Rite Sandwich Shop  in  Home Gardens
6769,BookRestaurant,me and my mummy  want to go to an  indian   bar   next winter   within the same area  of  Cortelyou Rd
6770,BookRestaurant,Book a reservation for  three  at  Clinton Street Baking Company & Restaurant
6771,BookRestaurant,Please book a table for  10  at a  faraway   top-rated   brasserie  in  Malaysia  on  Oct. the thirteenth .
6772,BookRestaurant,I'd like to eat with a party of  nine  in  Snapfinger   PA
6773,BookRestaurant,Book a table for  eight  people at a  bar  that has  steak sauce  in  Half Moon   AMerican Samoa  right  now
6774,BookRestaurant,Book a  restaurant  on  san jacinto day  in  Anderson  for  me and my colleagues .
6775,BookRestaurant,book a table for  vermicelli  at a  restaurant
6776,BookRestaurant,Book a  restaurant  in  Palau  for  two  people.
6777,BookRestaurant,I'd like to eat at a  tea house  with  3  people
6778,BookRestaurant,"Book a table for  josie, carissa and lindsay  at a  brasserie  which serves  trentino ."
6779,BookRestaurant,book a  highly rated   restaurant  in  Central African Republic  for  5  people on  sep. the second
6780,BookRestaurant,I want to book a  restaurant   far  from the  Municipal Borough of Mitcham  for  10  people.
6781,BookRestaurant,I need a table for  4  at a place  not far  from  Palau .
6782,BookRestaurant,I want to book a  Minnesota   bar
6783,BookRestaurant,I want to book a  far   brasserie  that serves  minestrone  in  PA  for a party of  9  in  15 minutes
6784,BookRestaurant,Book a  restaurant .
6785,BookRestaurant,Can you get me reservations for a  highly rated   restaurant  in  Seychelles
6786,BookRestaurant,book sot for  22 minutes from now  at a  restaurant  with  parking
6787,BookRestaurant,"book a spot for  me, reyna and maxine  at a  taverna  on  monday"
6788,BookRestaurant,book in  RI  for  one  in  Wabuska
6789,BookRestaurant,book a spot for  one
6790,BookRestaurant,Book a reservation for a  southern brazilian   restaurant  for  10  people  within walking distance  of  Broadway-Lafayette St
6791,BookRestaurant,Book a reservation for  4  people at a  restaurant   within the same area  as  my step daughter's position
6792,BookRestaurant,Find a reservation for a  restaurant  in  Hong Kong  for  seven  people
6793,BookRestaurant,book in  Rocky Mound  for  four   1 hour from now
6794,BookRestaurant,Find a table at a  restaurant  that serves  corn relish  in  Venezuela
6795,BookRestaurant,I want to book a  restaurant  in  Glenarden   South Dakota  for  two  people.
6796,BookRestaurant,I want to book a  restaurant  for  a year from now  in  Maine .
6797,BookRestaurant,Book a  brasserie  place for  seven  in  Lithuania
6798,BookRestaurant,book a table at  Top Pot Doughnuts   in 16 hours  for  5
6799,BookRestaurant,"nancy, elma ruiz and molly  want to eat at a  restaurant  in  Gibraltar"
6800,BookRestaurant,Can you get me a table at a  tavern  in  Slovakia
6801,BookRestaurant,"my niece and I  want to visit a  food court  in  Callicoon ,  Tennessee"
6802,BookRestaurant,Book a  highly rated   restaurant .
6803,BookRestaurant,I'm looking to book a seat at a  bakery  that serves  coleslaw  at  19:44:58 .
6804,BookRestaurant,Book a  restaurant   this year  for party of  2  
6805,BookRestaurant,I need a reservation for  6 PM.  with a party of  10  at  Sand Lake
6806,BookRestaurant,I want to book  Coney I-Lander  for  10  people.
6807,BookRestaurant,I need a reservation for  my teens and I   six months from now  in  Tennessee
6808,BookRestaurant,book a table for  seven  people at  six  at the  restaurant
6809,BookRestaurant,Lets go and take  elsa and I  to  Westhampton Beach   in 1 hour  to the  american chinese cuisine  at the  tea house
6810,BookRestaurant,"book a table at an  oyster bar  that serves  apple butter  on  Jul. 10th, 2028"
6811,BookRestaurant,book a table for  me and belinda  serving  minestra  in a  bar
6812,BookRestaurant,I need  fast food  for  nine   within the same area  as  Bowers  that has a  pool   nearby  on  4/17/2033
6813,BookRestaurant,Book a table for  2  people at a  restaurant  with  parking
6814,BookRestaurant,Make me a reservation in  TN  somewhere  nearby  for a party of  4
6815,BookRestaurant,"I'm looking to book a table at a place in  Newton Falls , prefereably  within the same area  that has space for  6"
6816,BookRestaurant,I want to book a  restaurant   not far  from  our college .
6817,BookRestaurant,Book a  tavern  in  Colorado  for  two
6818,BookRestaurant,Book a table for  ten  people in  Eucalyptus Hills .
6819,BookRestaurant,Book a reservation for  2  at  Fashion Cafe  in  Diwali
6820,BookRestaurant,book a table for  six  in  Beech Creek
6821,BookRestaurant,"I need to reserve  two  seats to eat at in  Salina ,  Alabama ."
6822,BookRestaurant,book a table for a party of  7
6823,BookRestaurant,"Book a reservation for  The Training Table  on  Mar. thirteenth, 2026"
6824,BookRestaurant,Reserve a table for  one  at a  top-rated   restaurant   nearby  that serves  goiano  for  this month  in  MD
6825,BookRestaurant,"On  Jun. the sixteenth, 2032  I'd like to go to  Dillard House  in  Putnam Hall"
6826,BookRestaurant,Book a reservation for a  restaurant  serving  burger  in  Malaysia
6827,BookRestaurant,I need a table at a  cafeteria  for a party of  6  in  AL
6828,BookRestaurant,Book a  restaurant  reservation for  my gf and I   within walking distance  of  sondra's university
6829,BookRestaurant,I need a reservation for  Chapter One  in  West Odessa  for a party of  one
6830,BookRestaurant,I want to make a reservation at a  sushi   restaurant
6831,BookRestaurant,Anything   close  to  Smith-9th St  that can seat  two  people about  one minute from now  ?
6832,BookRestaurant,I need a table for  five  at  Childs Restaurants  in  Brunei .
6833,BookRestaurant,rebekah taylor and marcie  need reservations at  The Clink  in  Senegal .
6834,BookRestaurant,I'm looking to book a reservation in  Aruba  at a place  nearby .
6835,BookRestaurant,Lets go to a  bistro  in  SD
6836,BookRestaurant,book a table in  Connecticut  in  Robinette  for  one second from now
6837,BookRestaurant,I need a table for  7  people at a  bar  that specialises in being a  protein bar .
6838,BookRestaurant,"Book a table for  9  people at a  delicatessen  for  April the twenty-eighth, 2018 ."
6839,BookRestaurant,I need to book a  restaurant  in  Sunnybrook  for  7
6840,BookRestaurant,"I need a reservation for a party of  three , maybe a  gastropub  that sells  steak ."
6841,BookRestaurant,I need to book a reservation in  Searsport  at  eleven am
6842,BookRestaurant,I need to find a  restaurant  in  PW .
6843,BookRestaurant,Book me an  indoor   pub  in  Jersey
6844,BookRestaurant,I'd like to eat at an  oyster bar  with a  pool
6845,BookRestaurant,Make me a reservation at a  popular  place that serves  udupi  at a  restaurant
6846,BookRestaurant,book a spot at a  highly rated   tea house  in  manadonese
6847,BookRestaurant,book a spot for  4  at a  restaurant  in  Shambaugh   MD
6848,BookRestaurant,me and robin  need reservations for somewhere in  Palau
6849,BookRestaurant,I want to book an  osteria  for  9  in  Gabon  that serves  donuts
6850,BookRestaurant,I have  four  people needing a  restaurant  reservation.
6851,BookRestaurant,I need a  bakery  that serves  beef manhattan  at  midnight  for  nine
6852,BookRestaurant,Book a  restaurant  for  four  on  october 9  in  Maine
6853,BookRestaurant,I want to bring  six  of us to a  bistro   in town  that serves  hot chicken sandwich  that is  within the same area .
6854,BookRestaurant,Please call and reserve seating for  march 6  at a  diner  in  Kyrgyzstan
6855,BookRestaurant,I need to book a  popular   pastelaria   restaurant  in  Svalbard and Jan Mayen  for a party of  eight
6856,BookRestaurant,Book a table for  seven  in a  pub  in  Iraq  which offers  gluten free  food about  141 days from now .
6857,BookRestaurant,"I need to book a  restaurant  in  Fork Mountain ,  SC  for  valarie, mari and I"
6858,BookRestaurant,Can you get a table at  The Triple Door  in  District Of Columbia  for  me and deborah vasquez  
6859,BookRestaurant,I need a reservation  in 1 second  in  Atlas  with a party of  nine
6860,BookRestaurant,"I need a reservation, looking for a place with  pool  at  Midnight  in a  pub ."
6861,BookRestaurant,book a  popular   food truck  in  Kentucky
6862,BookRestaurant,I want to find a  restaurant  that has a table for  two  at  5 AM
6863,BookRestaurant,Book me a  pizzeria  that serves  oreo  for  eight
6864,BookRestaurant,I need a reservation for a  highly rated   goiano   restaurant  in  AR
6865,BookRestaurant,book for  crepes  at a  restaurant  in  Sint Maarten
6866,BookRestaurant,Find a table at a  restaurant  in  Bynum   CA  at  09:59 PM
6867,BookRestaurant,book a  bar  with  mediterranean  food for  three  people
6868,BookRestaurant,I'd like a table at the  San Francisco Brewing Company  in  Puerto Rico  at  noon
6869,BookRestaurant,book a spot at  Savoy Hotel and Grill  that is  neighboring   Wisconsin
6870,BookRestaurant,"Book a table at  Dillard House  in  Exell ,  IA"
6871,BookRestaurant,Book a  taverna  in  Wisconsin  for  22:54 .
6872,BookRestaurant,Book reservations at a  tea house  in  Lodi  with  my granddaughter and I
6873,BookRestaurant,I want to book a  cafeteria  in  El Reno  that serves  javanese
6874,BookRestaurant,book  now  at a  bakery  at a  spa
6875,BookRestaurant,I need a table somewhere in  Culver City   WA
6876,BookRestaurant,I want to book a  restaurant  in  Botswana  for  four  people.
6877,BookRestaurant,I need to book a table at  brasserie  for  10  that is  highly rated  in  Kentucky
6878,BookRestaurant,book a table for  nine PM  at a  pub  in  MA
6879,BookRestaurant,Book a  restaurant   around   Thompson
6880,BookRestaurant,I need reservations at  Khedive Palace  that's  close   in town .
6881,BookRestaurant,I need a reservation for  Blue Ribbon Barbecue   far  from  NY  for a party of  10
6882,BookRestaurant,"book a  spa  in  pizzeria  on  November 24, 2036"
6883,BookRestaurant,book a  highly rated   bar  in  Burkina  for  georgia and I
6884,BookRestaurant,Need a booking for  6  in  OK  for the city of  Boonton
6885,BookRestaurant,Book a  popular   joint  in  Ocean Gate  for  seven  people at  elevenses .
6886,BookRestaurant,"I would like to book a  fry sauce   bar  for  jul. 3, 2019"
6887,BookRestaurant,Book a  restaurant  in the  Dominican Republic   in one minute  for a party of  eight
6888,BookRestaurant,Book a  restaurant  in  Donnelly
6889,BookRestaurant,book a spot for  3  in  MT
6890,BookRestaurant,Book a reservation for a  gastropub  serving  liver and onions
6891,BookRestaurant,I need a table in  East Timor  for a party of  nine  at  5 North St
6892,BookRestaurant,Please book me a table for  next week  at a  top-rated   restaurant
6893,BookRestaurant,I want  top-rated   veneto  cuisine at a  restaurant  in  Antietam  for  2 .
6894,BookRestaurant,Book a  restaurant  for  four  people in  Wylliesburg .
6895,BookRestaurant,book a spot for  six  at a  restaurant  that serves  fish and chips
6896,BookRestaurant,I'm in  Tuolumne City  and want  fast food  for a party of  eight  
6897,BookRestaurant,book a table in  Sterling Run  for  two  with a  pool  and  food court
6898,BookRestaurant,Book a reservation for  Can Fabes   nearby   Namibia
6899,BookRestaurant,"On  june 27, 2026  I'd like to go to a  Delaware   gastropub"
6900,BookRestaurant,"Need a table for  rita, antoinette and I"
6901,BookRestaurant,"make a reservation for  hillary, dina chavez and alexis"
6902,BookRestaurant,Book me a table for  five  at the  top-rated   Morocco   restaurant .
6903,BookRestaurant,Find a reservation for  three  at a  top-rated   restaurant
6904,BookRestaurant,Book a  restaurant  in  Satanta  that has  highly rated   northeastern  for  10
6905,BookRestaurant,Book a reservation for  City Tavern  in  Long Bridge
6906,BookRestaurant,Book a table for  pearl and verna  slated  ash wednesday  in  Gabon .
6907,BookRestaurant,Book a  food truck  that is  highly rated  in  Honduras
6908,BookRestaurant,Find me a table for  8  somewhee in  Hollenberg   in nine weeks  
6909,BookRestaurant,Book a table at  Laurie Beechman Theatre  for a party of  4  in  Utah
6910,BookRestaurant,I would like to book at  Clinton Street Baking Company & Restaurant  in  Brookneal .
6911,BookRestaurant,book a table for  me and my step uncle  in  Malta  at a  cafeteria
6912,BookRestaurant,I want to eat somewhere that is  faraway  from  Iowa .
6913,BookRestaurant,2  of us want to eat at a  restaurant  that serves  meatballs  in  VT
6914,BookRestaurant,Book the  Space Aliens Grill & Bar  in  Hord   WY  for  Feb. the twenty-seventh .
6915,BookRestaurant,book a spot for  3  in  Egypt  at  five
6916,BookRestaurant,"Please book a  restaurant  for party of  1  in  Seeley Lake  on  july the fourteenth, 2022 ."
6917,BookRestaurant,I want to book a  cafeteria  for  4  that has  meze
6918,BookRestaurant,need a table for  nine  in  East Prairie   LA
6919,BookRestaurant,book me a  restaurant  for  4  members at  Beaman   Federated States Of Micronesia   in one minute  
6920,BookRestaurant,Need to book a reservtion for a  restaurant  in  Maryland  for  me and my half sister
6921,BookRestaurant,I'd like to eat at a  pho   restaurant  in  VT
6922,BookRestaurant,I want to make a reservation for  one  at a  sushi   restaurant  in  Brucetown
6923,BookRestaurant,table for  nine  at an  internet   pub
